user_id,item_id,timestamp,view_time,click_rate,next_item_id
0,15796,1739832700.0,0.2281036,0.8845562,25659
0,25659,1739832700.0,0.18597949,0.91859716,18432
0,18432,1739832700.0,0.33676103,0.90122676,2748
0,2748,1739832700.0,0.25577652,0.9050286,59151
0,59151,1739832700.0,0.042206667,0.97724736,65726
0,65726,1739832700.0,0.2051202,0.9166062,35774
0,35774,1739832700.0,0.1849046,0.89768994,71933
0,71933,1739832700.0,0.31510583,0.8620823,67436
0,67436,1739832700.0,0.0534696,0.9772889,66804
0,66804,1739832700.0,0.40130293,0.8789993,31552
0,31552,1739832700.0,0.4411686,0.8444243,11395
0,11395,1739832700.0,0.21008238,0.92434436,69093
0,69093,1739832700.0,0.09655814,0.9485195,3891
0,3891,1739832700.0,0.29901433,0.8648841,41607
0,41607,1739832700.0,0.19425227,0.9221103,56887
0,56887,1739832700.0,0.26700872,0.85721284,28694
0,28694,1739832700.0,0.120257,0.9353129,861
0,861,1739832700.0,0.33643836,0.8341045,5312
0,5312,1739832700.0,0.16428573,0.9336847,53708
0,53708,1739832700.0,0.11945581,0.958974,76821
0,76821,1739832700.0,0.06066821,0.9787166,54887
0,54887,1739832700.0,0.34152845,0.89682865,37195
0,37195,1739832700.0,0.38809407,0.83455914,44132
0,44132,1739832700.0,0.4233417,0.87472934,60264
0,60264,1739832700.0,0.32066044,0.8530871,16024
0,16024,1739832700.0,0.32471153,0.8431756,6266
0,6266,1739832700.0,0.1868819,0.90150166,67222
0,67222,1739832700.0,0.22353712,0.91849846,64821
0,64821,1739832700.0,0.20900312,0.9288565,770
0,770,1739832700.0,0.08931916,0.956984,59736
0,59736,1739832700.0,0.47611097,0.8534412,62956
0,62956,1739832700.0,0.39452943,0.86311734,64926
0,64926,1739832700.0,0.3622454,0.8749436,67970
0,67970,1739832700.0,0.32281354,0.84472406,41091
0,41091,1739832700.0,0.18504769,0.93035764,50337
0,50337,1739832800.0,0.3484478,0.8300049,26642
0,26642,1739832800.0,0.28932074,0.88134694,34585
0,34585,1739832800.0,0.38534904,0.8510062,32746
0,32746,1739832800.0,0.19391842,0.9209401,36632
0,36632,1739832800.0,0.3266569,0.8868034,66106
0,66106,1739832800.0,0.41837937,0.8711484,51886
0,51886,1739832800.0,0.19367835,0.921168,6103
0,6103,1739832800.0,0.17336798,0.9344272,23094
0,23094,1739832800.0,0.3657689,0.8836765,10493
0,10493,1739832800.0,0.2751895,0.85734355,33829
0,33829,1739832800.0,0.56653494,0.8343359,54241
0,54241,1739832800.0,0.21642931,0.9177594,66236
0,66236,1739832800.0,0.10569719,0.959372,45237
0,45237,1739832800.0,0.103372134,0.95249945,302
0,302,1739832800.0,0.04377414,0.97613156,3421
0,3421,1739832800.0,0.16019863,0.9357666,18712
0,18712,1739832800.0,0.05193685,0.9769396,72992
0,72992,1739832800.0,0.30170128,0.85875493,63209
0,63209,1739832800.0,0.17997077,0.9444996,32636
0,32636,1739832800.0,0.02137828,0.9888931,65727
0,65727,1739832800.0,0.4824571,0.8308685,4015
0,4015,1739832800.0,0.15152884,0.92202276,78070
0,78070,1739832800.0,0.46856108,0.82019544,18071
0,18071,1739832800.0,0.066877045,0.9765123,55767
0,55767,1739832800.0,0.19868875,0.8993633,76430
0,76430,1739832800.0,0.07851133,0.9702371,70032
0,70032,1739832800.0,0.05698363,0.9764098,6656
0,6656,1739832800.0,0.06753793,0.97371155,77576
0,77576,1739832800.0,0.087062985,0.9540651,2369
0,2369,1739832800.0,0.33481893,0.8815276,70317
0,70317,1739832800.0,0.34060895,0.8660329,8717
0,8717,1739832800.0,0.16239616,0.91207826,29593
0,29593,1739832800.0,0.008243516,0.9961851,50994
0,50994,1739832800.0,0.13686827,0.9566324,49690
0,49690,1739832800.0,0.25237787,0.9069559,19191
0,19191,1739832800.0,0.49697822,0.8478953,5802
0,5802,1739832800.0,0.33300155,0.8799314,54749
0,54749,1739832800.0,0.12845099,0.9469488,47203
0,47203,1739832800.0,0.25752172,0.9070919,27752
0,27752,1739832800.0,0.2542768,0.9213776,66321
0,66321,1739832800.0,0.33736122,0.8645382,45018
0,45018,1739832800.0,0.13276131,0.94929045,10730
0,10730,1739832800.0,0.014737067,0.995396,56959
0,56959,1739832800.0,0.28291026,0.8553549,35778
0,35778,1739832800.0,0.26203433,0.8977191,11094
0,11094,1739832800.0,0.19996177,0.90811974,43526
0,43526,1739832800.0,0.49796078,0.8519086,40765
0,40765,1739832800.0,0.31781936,0.89425194,43485
0,43485,1739832800.0,0.33898643,0.889601,70092
0,70092,1739832800.0,0.21034242,0.9176768,44065
0,44065,1739832800.0,0.054494143,0.9768517,70272
0,70272,1739832800.0,0.3918904,0.8390209,46215
0,46215,1739832800.0,0.16978855,0.9450877,22400
0,22400,1739832800.0,0.37481874,0.8546816,58872
0,58872,1739832800.0,0.46346888,0.8314024,3988
0,3988,1739832800.0,0.25969887,0.8549402,23329
0,23329,1739832800.0,0.013131906,0.9942521,38468
0,38468,1739832800.0,0.045561645,0.97869706,50109
0,50109,1739832800.0,0.37771305,0.85360974,61136
0,61136,1739832800.0,0.3602738,0.84374905,2870
0,2870,1739832800.0,0.21526371,0.90827864,77506
0,77506,1739832800.0,0.4536218,0.84651667,21358
0,21358,1739832800.0,0.37759334,0.8632943,46976
0,46976,1739832800.0,0.57349265,0.8359518,68498
0,68498,1739832800.0,0.07561547,0.9763512,2201
0,2201,1739832800.0,0.16053416,0.95141196,38361
0,38361,1739832800.0,0.13177301,0.9430322,2558
0,2558,1739832800.0,0.3864008,0.86389875,48355
0,48355,1739832800.0,0.4851166,0.85190225,61268
0,61268,1739832800.0,0.1100888,0.9419319,40819
0,40819,1739832800.0,0.35438854,0.82585734,36213
0,36213,1739832800.0,0.107150674,0.96705776,45526
0,45526,1739832800.0,0.37485668,0.87293595,17430
0,17430,1739832800.0,0.4979015,0.835204,18590
0,18590,1739832800.0,0.5449741,0.8230503,56492
0,56492,1739832800.0,0.08164569,0.971113,73745
0,73745,1739832800.0,0.01598534,0.99256593,56836
0,56836,1739832800.0,0.5265745,0.84455514,45715
0,45715,1739832800.0,0.21960697,0.90983754,74544
0,74544,1739832800.0,0.21326345,0.8822749,13404
0,13404,1739832800.0,0.18735985,0.92125785,5601
0,5601,1739832800.0,0.22697638,0.93139315,39791
0,39791,1739832800.0,0.2427256,0.8814923,54046
0,54046,1739832800.0,0.47904894,0.8553677,48405
0,48405,1739832800.0,0.22953127,0.8697232,49378
0,49378,1739832800.0,0.1931587,0.897488,30747
0,30747,1739832800.0,0.098468035,0.95728064,19739
0,19739,1739832800.0,0.06807209,0.9615016,5896
0,5896,1739832800.0,0.059500873,0.9751097,76214
0,76214,1739832800.0,0.17914297,0.93240184,74291
0,74291,1739832800.0,0.5781675,0.82858276,3437
0,3437,1739832800.0,0.097583786,0.96257174,47334
0,47334,1739832800.0,0.38801795,0.86583155,79910
0,79910,1739832800.0,0.20332593,0.9184135,6894
0,6894,1739832800.0,0.00346119,0.99872094,19831
0,19831,1739832800.0,0.12681496,0.9465441,32098
0,32098,1739832800.0,0.059473153,0.9766515,56662
0,56662,1739832800.0,0.15536727,0.91778004,10967
0,10967,1739832800.0,0.52602196,0.8436204,23050
0,23050,1739832800.0,0.19041766,0.9359655,26647
0,26647,1739832800.0,0.1894148,0.9070602,59102
0,59102,1739832800.0,0.25212038,0.8570736,56574
0,56574,1739832800.0,0.1876418,0.9366325,62753
0,62753,1739832800.0,0.042007875,0.9836073,35248
0,35248,1739832800.0,0.31589025,0.9059408,43920
0,43920,1739832800.0,0.036764864,0.9886781,29125
0,29125,1739832800.0,0.1895358,0.90620804,60404
0,60404,1739832800.0,0.20296444,0.93672615,79606
0,79606,1739832800.0,0.10537998,0.96441907,78782
0,78782,1739832800.0,0.104638375,0.9680736,78833
0,78833,1739832800.0,0.14504234,0.92924434,44079
0,44079,1739832800.0,0.2271973,0.91423315,54341
0,54341,1739832800.0,0.29899663,0.8642681,9436
0,9436,1739832800.0,0.15451248,0.94971293,61390
0,61390,1739832800.0,0.047521662,0.98121285,72790
0,72790,1739832800.0,0.5634016,0.82120687,13285
0,13285,1739832800.0,0.57497066,0.83442354,69043
0,69043,1739832800.0,0.3580594,0.8272334,67216
0,67216,1739832800.0,0.47696456,0.827343,51294
0,51294,1739832800.0,0.10504859,0.96628207,68386
0,68386,1739832800.0,0.1667897,0.918301,40159
0,40159,1739832800.0,0.19449826,0.92213565,65418
0,65418,1739832800.0,0.21434502,0.88250655,70589
0,70589,1739832800.0,0.37790936,0.84575516,4001
0,4001,1739832800.0,0.31740916,0.8396042,35196
0,35196,1739832800.0,0.3684474,0.8702038,11939
0,11939,1739832800.0,0.39344144,0.8387231,72370
0,72370,1739832800.0,0.10508961,0.9680276,59276
0,59276,1739832800.0,0.32322088,0.8780001,18072
0,18072,1739832800.0,0.12078385,0.9315282,66388
0,66388,1739832800.0,0.14559847,0.93617374,60891
0,60891,1739832800.0,0.09507573,0.95089835,49116
0,49116,1739832800.0,0.19336925,0.91370535,30978
0,30978,1739832800.0,0.060802236,0.9813625,57680
0,57680,1739832800.0,0.44646788,0.8557527,51992
0,51992,1739832800.0,0.22604816,0.89436597,27664
0,27664,1739832800.0,0.11186051,0.96303624,4612
0,4612,1739832800.0,0.30891755,0.8893786,16365
0,16365,1739832800.0,0.033455495,0.98540634,9541
0,9541,1739832800.0,0.23144618,0.92091477,41976
0,41976,1739832800.0,0.44801193,0.8374033,60161
0,60161,1739832800.0,0.012680116,0.9925237,9824
0,9824,1739832800.0,0.07160191,0.9693158,23290
0,23290,1739832800.0,0.48847857,0.8459497,73667
0,73667,1739832800.0,0.44798386,0.84931237,59639
0,59639,1739832800.0,0.36380467,0.88463354,16965
0,16965,1739832800.0,0.45221904,0.844036,9663
0,9663,1739832800.0,0.024880398,0.98928875,39735
0,39735,1739832800.0,0.3280874,0.8908271,69679
0,69679,1739832800.0,0.070611626,0.96095616,32094
0,32094,1739832800.0,0.12070178,0.9533022,56180
0,56180,1739832800.0,0.11524653,0.9600005,58336
0,58336,1739832800.0,0.32141802,0.89517564,66413
0,66413,1739832800.0,0.24334896,0.89280903,54022
0,54022,1739832800.0,0.07823929,0.96224695,48748
0,48748,1739832800.0,0.13909456,0.93802667,3052
0,3052,1739832800.0,0.34876373,0.84614,19509
0,19509,1739832800.0,0.37198645,0.83612525,68028
0,68028,1739832800.0,0.2597561,0.8658359,15339
0,15339,1739832800.0,0.3676403,0.8472809,53007
0,53007,1739832800.0,0.23395419,0.9248482,70314
0,70314,1739832800.0,0.25331178,0.88035387,31025
0,31025,1739832800.0,0.28136048,0.8999098,53352
0,53352,1739832800.0,0.12613353,0.94197434,55610
0,55610,1739832800.0,0.010061132,0.995849,22678
0,22678,1739832800.0,0.40809903,0.83420664,50301
0,50301,1739832800.0,0.13720503,0.91961503,49727
0,49727,1739832800.0,0.048498094,0.9747685,52922
0,52922,1739832800.0,0.21409279,0.88584846,72616
0,72616,1739832800.0,0.42244583,0.8572386,78658
0,78658,1739832800.0,0.17524989,0.90550834,73524
0,73524,1739832800.0,0.19725424,0.90254563,73848
0,73848,1739832800.0,0.37496024,0.847995,29376
0,29376,1739832800.0,0.28858152,0.9143611,53223
0,53223,1739832800.0,0.04900597,0.9723227,13501
0,13501,1739832800.0,0.32744756,0.85982895,3344
0,3344,1739832800.0,0.29493,0.90049934,56557
0,56557,1739832800.0,0.43739897,0.8733703,45544
0,45544,1739832800.0,0.028385764,0.9886682,20057
